title,currency,raw_price,usd_price,listing_url,image_url,fair_value,discount_pct,grade,sources,pricecharting_link,confidence,matched_card,search_term_used
2025 #013 Mega Charizard X ex CGC 10 Pristine Inferno X - M2 - Japanese Pokemon,SOL,49.0,4018.49,https://collectorcrypt.com/assets/solana/5GACDs3w6XavtgBce85K6EHpDx5ha4LNnW1N5Ntt1aob,https://d1xpxki1g4htqu.cloudfront.net/937VtupsrYvPauH3G03BxxLxXWZxnSSzWMg6zegOk04,3.25,-123545.8,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-13,0.95,Mega Charizard X ex #13Pokemon Japanese Inferno X,ex charizard #13
2025 #013 Mega Charizard X ex CGC 9.5 Inferno X - M2 - Japanese Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/6okMMPQPVH2dD23HuXwGaVSM3wgGN37NtGTemfe8i35r,https://d1xpxki1g4htqu.cloudfront.net/wybl3Ma93btgFOKImyov3vlOGCJSiVA4GBIv55scqlE,3.25,-1161.8,CGC 9.5,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-13,0.95,Mega Charizard X ex #13Pokemon Japanese Inferno X,ex charizard #13
2025 #013 Mega Charizard X ex CGC 10 Inferno X - M2 - Japanese Pokemon,SOL,88.0,7216.88,https://collectorcrypt.com/assets/solana/BikjL6BPRqbHxq7oVHtJ7TtuVTV58a2kRQ95ELijXUud,https://d1xpxki1g4htqu.cloudfront.net/tL3WaidASbEd_WyouYT9SpZ6KG_sb01-G56Jy1fg6hY,3.25,-221957.8,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-13,0.95,Mega Charizard X ex #13Pokemon Japanese Inferno X,ex charizard #13
2016 #13 M Charizard EX PSA 9 XY Evolutions Pokemon,SOL,89.0,7298.89,https://collectorcrypt.com/assets/solana/BRhb2FvkK4za9zgKw31kYPkAefMJRqGMnZnVx4MeNZHW,https://d1xpxki1g4htqu.cloudfront.net/9teUmKKTQLmOZNeBnZn6pBPu2kGHjWxJ4xEGFZbzrhA,35.23,-20617.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolutions/m-charizard-ex-13,0.95,M Charizard EX #13Pokemon Evolutions,ex charizard #13
2022 #079 Full Art/Mewtwo Vstar PSA 8 Go Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/6FByzNMeSWxXAT1hJmSzPBuZv3gamtyRQhugWdYAJ3zk,https://d1xpxki1g4htqu.cloudfront.net/yqO5Aw09Ub1xXLxxq8SSZGugoDLRccIilNe8tfsLSZE,40.26,-103.7,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-go/mewtwo-vstar-79,0.95,Mewtwo VSTAR #79Pokemon Go,v mewtwo #79
2019 #036 Mewtwo-Holo PSA 10 Japanese Sun & Moon Double Blaze Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/8tq2NGANPHHAwaAYV64S3c6ryzJKLUvrcLTyhFZBVYwY,https://d1xpxki1g4htqu.cloudfront.net/42FHE68ME-BX7ttWusyDXXHHJKryR7q4-DLkhV6E7U4,3.33,-196921.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-double-blaze/mewtwo-36,0.95,Mewtwo #36Pokemon Japanese Double Blaze,holo mewtwo #36
2021 #020 Pikachu V PSA 8 Japanese 25th Anniversary Collection Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/BkoLnJVvfQPJGDTkfeJA7UuwpV41FQ7DaAgeucmfB5vi,https://d1xpxki1g4htqu.cloudfront.net/q5oYkKDUWMZkUBv9PpIQFW02JHYg73VKgc5QvN2vIE4,7.29,-462.6,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-25th-anniversary-collection/pikachu-v-20,0.95,Pikachu V #20Pokemon Japanese 25th Anniversary Collection,v pikachu #20
2020 #031 Full Art/Pikachu Vmax PSA 8 Japanese Sword & Shield Amazing Volt Tackle Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/FshrqNmrw5fwbAD8tYNHKnDHj4BVSwEPDGfTjSYjbppT,https://d1xpxki1g4htqu.cloudfront.net/euFUtjAqE2qMdGmtyDyx3T5RDE-7b2B3HIY6_c9T6bE,6.45,-535.8,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-amazing-volt-tackle/pikachu-vmax-31,0.95,Pikachu VMAX #31Pokemon Japanese Amazing Volt Tackle,vmax pikachu #31
2025 #063 Team Rocket's Mewtwo EX PSA 10 Japanese M2a-Mega Dream EX Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/7rQqgHaeLBKaZREu8UhhvCuaSc4E5hVGfrXtXS4rqxgv,https://d1xpxki1g4htqu.cloudfront.net/br2vc2CAvCpnpbZ-z5IW4XkMQZoGBP5zh1TBwbYU8zk,1.99,-4021.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-dream-ex/team-rocket%27s-mewtwo-ex-63,0.95,Team Rocket's Mewtwo ex #63Pokemon Japanese Mega Dream ex,ex mewtwo #63
2025 #078 Mega Lucario EX PSA 10 Japanese M1l-Mega Brave Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/CqZxNsb9rASFs9tihaon2aCKcYgj4NXwJAKbeFNGbLua,https://d1xpxki1g4htqu.cloudfront.net/lNYDC84ddPlE2AFHkb_GHucmYsb6n_5c9wHiTr3-1SI,10.71,-665.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-brave/mega-lucario-ex-78,0.95,Mega Lucario Ex #78Pokemon Japanese Mega Brave,ex lucario #78
2023 #051 Snorlax PSA 9 Svp EN-SV Black Star Promo Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/BNa4ap9NDJzgFHLP8UyJQ42oh2Euicm912deCmn3THVn,https://d1xpxki1g4htqu.cloudfront.net/bxN5-BFvEeBE3KiowZvR-jJzx3oGH_6ksOI5qrxfMlo,7.33,-1018.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-151-collect/snorlax-reverse-143,0.95,Snorlax [Reverse] #143Pokemon Chinese 151 Collect,v snorlax #51
2013 #19 Charizard-Holo PSA 6 Black & White Legendary Treasures Pokemon,SOL,1.75,143.52,https://collectorcrypt.com/assets/solana/J4j9Xj2TVg9qJfLo6awX6wE3pJNNiXXjLv7QVHMuHpiq,https://d1xpxki1g4htqu.cloudfront.net/nNebmUlr3TRYmoSGKyIZ88kheI8Odjsk7Nw2VVadzbw,54.04,-165.6,PSA 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-legendary-treasures/charizard-cosmos-holo-19,0.95,Charizard [Cosmos Holo] #19Pokemon Legendary Treasures,holo charizard #19
2025 #126 Mega Dragonite EX PSA 10 Japanese M2a-Mega Dream EX Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/46BQMX5Fx8Y636DKMyCHXW7tgFpzaQCdkwRKhS1FxYZu,https://d1xpxki1g4htqu.cloudfront.net/ZTXJbfsC3UMenmRCHtQpzXjEwpLv6YdpbityX_4Eusk,1.65,-4870.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-dream-ex/mega-dragonite-ex-126,0.95,Mega Dragonite ex #126Pokemon Japanese Mega Dream ex,ex dragonite #126
2025 #126 Mega Dragonite EX PSA 10 Japanese M2a-Mega Dream EX Pokemon,SOL,69.0,5658.69,https://collectorcrypt.com/assets/solana/FmCxSbqVSnCjewbhx5gZxAfYoChbq1dX2A8WNEcntoEW,https://d1xpxki1g4htqu.cloudfront.net/FxWYOQjNBU1aUGE9uNXhjJqURiBqXEqt_OWpLdRMEDM,1.65,-342850.9,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-dream-ex/mega-dragonite-ex-126,0.95,Mega Dragonite ex #126Pokemon Japanese Mega Dream ex,ex dragonite #126
2001 #28 Surfing Pikachu PSA 8 Promo Black Star Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/6tytF8aXWXPFjjuC3TVkrKMSwzoFqm1SyjNHewuMFEjw,https://d1xpxki1g4htqu.cloudfront.net/X4_c6lT2F9ubMYJjoqeYVJ65FmWk4oIwbTwBmEaEs2M,34.64,-373.5,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/surfing-pikachu-28,0.95,Surfing Pikachu #28Pokemon Promo,pikachu #28
2024 #047 Gengar EX PSA 10 Japanese Sv5k-Wild Force Pokemon,SOL,65.0,5330.65,https://collectorcrypt.com/assets/solana/HepFsTbssjWbm9gwPso23EfAfJfdUboGMPLpLTxV6n7i,https://d1xpxki1g4htqu.cloudfront.net/uYfB7U-uuTfXmxezOr8HAgbA9Lzi1oY_i3TFTknpW9k,4.25,-125327.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-wild-force/gengar-ex-47,0.95,Gengar ex #47Pokemon Japanese Wild Force,ex gengar #47
2023 #160 Full Art/Pikachu PSA 9 Sword and Shield Crown Zenith Pokemon,SOL,60.0,4920.6,https://collectorcrypt.com/assets/solana/2nYnW81k8bSoPDLYMd7TJN3aeK6P5sdfNG5mGb7noq7y,https://d1xpxki1g4htqu.cloudfront.net/PcEX7H7_bO3quJD1MTr6HDEC36lISeDqk07dhhlzVLU,48.67,-10010.1,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/pikachu-160,0.95,Pikachu #160Pokemon Crown Zenith,full art pikachu #160
2021 #193 Full Art/Rayquaza V PSA 9 Sword & Shield Evolving Skies Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/CBkGQMcaTowReJMPpPpp3a1HhDNkJ8zZdkrKq5TCJRse,https://d1xpxki1g4htqu.cloudfront.net/GeE8xtOO4lLJRBupboxgm331QxT07yXReNvEi10ILGs,29.5,-456.0,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolving-skies/rayquaza-v-193,0.95,Rayquaza V #193Pokemon Evolving Skies,v rayquaza #193
2025 #075 Eevee EX PSA 10 Pre EN-Prismatic Evolutions Pokemon,SOL,60.0,4920.6,https://collectorcrypt.com/assets/solana/DaMExqesDUrecvJLF3ZhyYkoBCkeQ9D52694Reg3oecV,https://d1xpxki1g4htqu.cloudfront.net/M8_Ye9GMMe5RFJnE3V7-859wmvMzvFq2A_ooVt6gmTQ,4.28,-114867.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-prismatic-evolutions/eevee-ex-75,0.95,Eevee ex #75Pokemon Prismatic Evolutions,ex eevee #75
2022 #020 Slowbro U PSA 9 TCG Sword & Shield GO Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/6Jxjbhmj3p41u12Eq6offjzYzW3qWTe7kYs55nw5JpBN,https://d1xpxki1g4htqu.cloudfront.net/LP7xMF9Tel7hTud4TOHcX3HobMUA7X4THzm909B3nhU,0.41,-4060.0,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-go/slowbro-20,0.95,Slowbro #20Pokemon Go,slowbro #20
2020 #138 Rayquaza PSA 9 Sword & Shield Vivid Voltage Pokemon,SOL,48.0,3936.48,https://collectorcrypt.com/assets/solana/6LbTRQbAukxXL2mSC5L22mHkEXc8bjrCP2yS6LZDL18g,https://d1xpxki1g4htqu.cloudfront.net/bS8Emzgq2M6mSOKlDR8C5IDMsfGwtTxmtt-BYmwTiFg,15.07,-26021.3,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-vivid-voltage/rayquaza-138,0.95,Rayquaza #138Pokemon Vivid Voltage,v rayquaza #138
2023 #166 Bulbasaur PSA 8 Mew EN-151 Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/EbQhAZygifA6eaTLXhZS6yymUzPRFJ6p4cSZ9vHonDVg,https://d1xpxki1g4htqu.cloudfront.net/oFnCFxitvt4AadWzrlThh8-Vn5royatUonPtpf14jSQ,13.26,-1137.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-korean-scarlet-&-violet-151/bulbasaur-166,0.95,Bulbasaur #166Pokemon Korean Scarlet & Violet 151,bulbasaur #166
2023 #051 Snorlax PSA 9 Svp EN-SV Black Star Promo Pokemon,SOL,45.0,3690.45,https://collectorcrypt.com/assets/solana/Bjm9Bs3z9q9ZU8dZ26A2ufYUfsfmQroVkBPUAUtqftsH,https://d1xpxki1g4htqu.cloudfront.net/JG-5vuB_R5YBLDiv_Gu9B7fQn8JRTY5f6ALJF5eNVLQ,7.33,-50247.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-151-collect/snorlax-reverse-143,0.95,Snorlax [Reverse] #143Pokemon Chinese 151 Collect,v snorlax #51
2023 #160 Full Art/Pikachu PSA 9 Sword and Shield Crown Zenith Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/GUNNcQCqoikJQzGK1f9zEAfhE8jg2hxyrhB8YwfhLPtR,https://d1xpxki1g4htqu.cloudfront.net/mZGrKevantmbBAO6Rc8T0s0QbPw5sZZZU7wyh_WLRSw,48.67,-68.5,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/pikachu-160,0.95,Pikachu #160Pokemon Crown Zenith,full art pikachu #160
1999 #4 Pikachu PSA 7 Game Movie Pokemon,SOL,41.0,3362.41,https://collectorcrypt.com/assets/solana/ERbmMtFL7Cw7SjukpArN16fYhk9V9HHrxThArJPjz1An,https://d1xpxki1g4htqu.cloudfront.net/G-LMhknmEdRJQaRUqh3q2Yqzz4awRX_zPAb3I-H5Efc,14.67,-22820.3,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-promo/pikachu-4sv-p,0.95,Pikachu #4/SV-PPokemon Chinese Promo,v pikachu #4
2007 #332 Gardevoir-Holo PSA 8 Japanese Diamond & Pearl Dawn Dash Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/4XV2FbbmzkwcfTA9UPHnucYg5uHoW9LVKtuuvGzd8GRV,https://d1xpxki1g4htqu.cloudfront.net/4YWuhzu_MEN8zHs1oEORiRfJu59BByzN86iPMQe7g9g,4.99,-721.8,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-start-deck-100/chansey-332,0.95,Chansey #332Pokemon Japanese Start Deck 100,v gardevoir #332
2023 #160 Full Art/Pikachu PSA 9 Sword and Shield Crown Zenith Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/8yQz8bBLeaLqWx6xbFpNba8a9FoL29XbbRorD3Tq4wgr,https://d1xpxki1g4htqu.cloudfront.net/NnZiHJHxgjl4hk4M_vw5ev_Cxzc7cdi5rqOUSNxGTis,48.67,-68.5,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/pikachu-160,0.95,Pikachu #160Pokemon Crown Zenith,full art pikachu #160
2022 #TG16 Full Art/Pikachu V PSA 9 Sword & Shield Lost Origin Pokemon,SOL,79.0,6478.79,https://collectorcrypt.com/assets/solana/4r1XywHFd2Zg1cPRaX7uZW553tERLB4PFLH5DDANCzmb,https://d1xpxki1g4htqu.cloudfront.net/iswrHKb7joXbK8I1EHbTWrDYPDb-nMjhjLBQNM6iN6Y,83.7,-7640.5,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-lost-origin/pikachu-v-tg16,0.95,Pikachu V #TG16Pokemon Lost Origin,v pikachu #tg16
2022 #108 Full Art/Rayquaza Vmax PSA 10 Japanese Sword & Shield Vstar Universe Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/8xrMw6Nag3AMkaLaHudBehkMt2hHKPhBZJynx2dKsRLE,https://d1xpxki1g4htqu.cloudfront.net/2QOrGyFZg_fu4QU9s1bP_-vL0ZT-jDrVTzujeaIWPZs,3.31,-2377.6,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/rayquaza-vmax-108,0.95,Rayquaza VMAX #108Pokemon Japanese VSTAR Universe,vmax rayquaza #108
2015 #54 Mewtwo EX PSA 6 Battle Arena Decks: Mewtwo vs. Darkrai Pokemon,SOL,0.87,71.35,https://collectorcrypt.com/assets/solana/DhGD8tEPBv6tyRCcbA4ESDpfW1yJQrj3eezRMSHqpXFX,https://d1xpxki1g4htqu.cloudfront.net/8BPRF2sHx0sstWmL7_GAaKM-mYjHbVPNOm9GTrRzzes,12.8,-457.4,PSA 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-celebrations/mewtwo-ex-54,0.95,Mewtwo EX #54Pokemon Celebrations,ex mewtwo #54
2019 #076 Snorlax-Holo PSA 9 Japanese Sun & Moon Double Blaze Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/Gj6WU6FcTFhw266woDrfat8hjPG5hc9uv1JRNJ9kCSwE,https://d1xpxki1g4htqu.cloudfront.net/B_fT-QNsvoGVgw5Rs3vl5iLel5MPPeIRx_kWXe3pCwo,29.26,-180.3,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-double-blaze/snorlax-76,0.95,Snorlax #76Pokemon Japanese Double Blaze,holo snorlax #76
2024 #224 Eevee EX PSA 9 Japanese Sv8a-Terastal Fest EX Pokemon,SOL,57.0,4674.57,https://collectorcrypt.com/assets/solana/GD1dDWt1mBaxUQJhK9zDRrFCxxonvC3bTJxgFCjZDij7,https://d1xpxki1g4htqu.cloudfront.net/2Kz9UU7g8sEdeNhQ3wGpWH0FJ9wtqlE_j_Iiqsvai7w,25.24,-18420.5,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/eevee-ex-224,0.95,Eevee Ex #224Pokemon Japanese Terastal Festival,ex eevee #224
2025 #155 Mega Venusaur EX PSA 9 Meg EN-Mega Evolution Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/8M9j4T7ifk24ch8BfAyRApRmB5MBN1hv87nFUMRbNAhj,https://d1xpxki1g4htqu.cloudfront.net/6Am6iTGWHX4fj75EH-pd-GRzKfT5aGOW32aEGsU4g90,12.68,-546.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-mega-evolution/mega-venusaur-ex-155,0.95,Mega Venusaur ex #155Pokemon Mega Evolution,ex venusaur #155
2025 #013 Mega Charizard X EX PSA 9 Pfl EN-Phantasmal Flames Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/DnQgJxT5qmdZCz89UHUhyucwWzy2KX4bjgMeNZFs81dG,https://d1xpxki1g4htqu.cloudfront.net/B8W7W7fMgen5jq4p_UohFk3KcTk-wr-bShbmOpHLsxU,4.36,-1781.0,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-phantasmal-flames/mega-charizard-x-ex-13,0.95,Mega Charizard X ex #13Pokemon Phantasmal Flames,ex charizard #13
2025 #003 Mega Gengar EX PSA 10 Japanese Mbg-Mega Starter Set Mega Gengar EX Pokemon,SOL,111.0,9103.11,https://collectorcrypt.com/assets/solana/59PSt8sXKXA4zqHShArbJ4XTtEnmFxAydKS25AaWYVxx,https://d1xpxki1g4htqu.cloudfront.net/w1ua9pzaaqL1Bb1rE37LQnMjJmxz_yu3SYrQ9g-Jqsk,6.93,-131258.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-starter-deck-gengar-ex/mega-gengar-ex-3,0.95,Mega Gengar ex #3Pokemon Japanese Mega Starter Deck Gengar Ex,ex gengar #3
2025 #159 Mega Gardevoir EX PSA 10 Meg EN-Mega Evolution Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/3h4HvxVVJ7LVPLJrisUymCiQ9j8iBaSseoaX8vcFQQyN,https://d1xpxki1g4htqu.cloudfront.net/jAMMmxldshsTSF2XcP2Y3gNiJW2y5jT7UVDXUfLGIvE,6.0,-1266.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-mega-evolution/mega-gardevoir-ex-159,0.95,Mega Gardevoir ex #159Pokemon Mega Evolution,ex gardevoir #159
2021 #021 Surfing Pikachu V PSA 9 Japanese 25th Anniversary Collection Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/GQxa9fumUfbpCwsjK5j8rPUZyh59SMxZm8FT2eTZWxB1,https://d1xpxki1g4htqu.cloudfront.net/poRkDoBbZGQJvTmGDG7SF9iFUoSZ18NdxSVGLKWyxfs,8.31,-1873.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-25th-anniversary-collection/surfing-pikachu-v-21,0.95,Surfing Pikachu V #21Pokemon Japanese 25th Anniversary Collection,v pikachu #21
2020 #039 Pikachu-Holo PSA 7 Swsh Black Star Promo Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/HRcz5NCETSaqrB8LzwVvmWQwz7y2ukLHeFxeJRydJvf4,https://d1xpxki1g4htqu.cloudfront.net/ttad3Rm654MFU8HAab74QhFwEiR7dgHT9mj-TSfwtxU,99.99,59.0,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-delta-species/ditto-pikachu-reverse-holo-39,0.95,Ditto (Pikachu) [Reverse Holo] #39Pokemon Delta Species,holo pikachu #39
2025 #003 Mega Gengar EX PSA 10 Japanese Mbg-Mega Starter Set Mega Gengar EX Pokemon,SOL,40.0,3280.4,https://collectorcrypt.com/assets/solana/DH9xh2kJVqbzamiyp4Vk4g8w1VDHTba4H1dXbYQkm8s4,https://d1xpxki1g4htqu.cloudfront.net/Y_6y5SCRgrp9w_sDhWUZivvS2z4hr8pQxpOhTrty0bc,6.93,-47236.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-starter-deck-gengar-ex/mega-gengar-ex-3,0.95,Mega Gengar ex #3Pokemon Japanese Mega Starter Deck Gengar Ex,ex gengar #3
2025 #064 Bulbasaur PSA 10 Japanese M1l-Mega Brave Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/6RNSyTggFY5kZjk5Jwoe4EB5db2q8hcA9up8JMSkjLfL,https://d1xpxki1g4htqu.cloudfront.net/I0jjTb1RGaCPG_lMFWk73YAVOkZPQSpYKSO4mnyzzPU,10.0,-720.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-brave/bulbasaur-64,0.95,Bulbasaur #64Pokemon Japanese Mega Brave,v bulbasaur #64
2021 #005 Pikachu V PSA 10 Asia 25th Anniversary Promo Pokemon,SOL,410.69,33680.69,https://collectorcrypt.com/assets/solana/G1RdudVVhrcF3urGnnoV3hkXDmFPezAPvKo7VsyMDDer,https://d1xpxki1g4htqu.cloudfront.net/Rz31E3zwaNy9aFBF2tnSWHCYDV5EEyttiDRdLQf_T8Q,4.02,-837728.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/pikachu-v-swsh285,0.95,Pikachu V #SWSH285Pokemon Promo,v pikachu #5
2025 #022 Vaporeon Master Ball Reverse Holo PSA 9 Pre EN-Prismatic Evolutions Pokemon,SOL,75.0,6150.75,https://collectorcrypt.com/assets/solana/6X3S36mcafJwFS5YdfX3Hb27fuiaHUHuxNtheAvRmYN9,https://d1xpxki1g4htqu.cloudfront.net/c82-4vpqxq5k7C3Z4nxq6F8O5zEwoSpi8rM0sdU_Nmc,1.21,-508226.4,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-prismatic-evolutions/vaporeon-22,0.95,Vaporeon #22Pokemon Prismatic Evolutions,v vaporeon #22
2012 #5 Dragonite PSA 6 Black & White Dragon Vault Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/4sLYnoe7ATRLrDYv3SSy7oxGNru42vGEHJmfRqEhnnWG,https://d1xpxki1g4htqu.cloudfront.net/DKPPFHAyhALWb_nuXyUujSMzywFobBMP3e78RqHLS-Y,10.08,-1527.2,PSA 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-dragon-vault/dragonite-cosmos-holo-5,0.95,Dragonite [Cosmos Holo] #5Pokemon Dragon Vault,v dragonite #5
2024 #093 Umbreon EX PSA 10 Japanese Sv8a-Terastal Fest EX Pokemon,SOL,1.12,91.85,https://collectorcrypt.com/assets/solana/8NgwoGAZZcztQcjKm8FhnpG4hdjNy8KGCJVBs6n7YRv2,https://d1xpxki1g4htqu.cloudfront.net/nBGKgEgea6jlalSy4cx-pIL4UjyUo8Am1ODyGMwJyd8,3.55,-2487.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/umbreon-ex-93,0.95,Umbreon Ex #93Pokemon Japanese Terastal Festival,ex umbreon #93
2025 #094 Mega Charizard X EX PSA 9 Japanese M2-Inferno X Pokemon,SOL,67.0,5494.67,https://collectorcrypt.com/assets/solana/4VeyNeBckHdSWqyWShrjSDM74nUNDE9e6ZjMbdWY7tmT,https://d1xpxki1g4htqu.cloudfront.net/ChhBni3RNKuilFk8dda9-eSUWZO0NlUCM7RQBM_7mds,29.25,-18685.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-94,0.95,Mega Charizard X Ex #94Pokemon Japanese Inferno X,ex charizard #94
2006 #10 Snorlax-Reverse Foil PSA 7 EX Dragon Frontiers Pokemon,SOL,500.0,41005.0,https://collectorcrypt.com/assets/solana/9oWLQU353kBCWeJ3gGpdW5sDVJnNnJ2a6jF8nGpumKSg,https://d1xpxki1g4htqu.cloudfront.net/sh-qbJG6Ed_yN1TWTjy0E95iaM90OhnG6FL4YAI--J0,129.32,-31608.2,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-dragon-frontiers/snorlax-reverse-holo-10,0.95,Snorlax [Reverse Holo] #10Pokemon Dragon Frontiers,ex snorlax #10
2022 #190 Eevee-Holo PSA 7 Swsh Black Star Promo Pokemon,SOL,0.5,41.01,https://collectorcrypt.com/assets/solana/4ysFjzUpo5hVXzMBYM7tjcXfnfjHfTFoBrMeYbncBXQm,https://d1xpxki1g4htqu.cloudfront.net/urW8cJIF0gDJVd0zsCA7JRJXA2ttXx3vF4RgOA9_gaI,0.0,-4101.0,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/star-wars-2025-topps-chrome/watto-red-wave-190,0.95,Watto [Red Wave] #190/5Star Wars 2025 Topps Chrome,v eevee #190
2025 #08 Pikachu PSA 9 Simplified Chinese CBB1 C-Gem Pack Vol 1 Pokemon,SOL,48.0,3936.48,https://collectorcrypt.com/assets/solana/2miYXQwhV2Qe2FxWJcBsKLoGcegtF8WpwymZ1juSjKt8,https://d1xpxki1g4htqu.cloudfront.net/cNP_RZGMf59UxR2arEMJHLkoE4co3w5fBo_dVJEQHlg,4.79,-82081.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-celebrations/surfing-pikachu-v-8,0.95,Surfing Pikachu V #8Pokemon Celebrations,v pikachu #8
2016 #100 Full Art/M Venusaur EX PSA 6 XY Evolutions Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/3XgkbT2NKS9KQs5eS4j1NzRJiCRASzT4hA13prgkfjny,https://d1xpxki1g4htqu.cloudfront.net/-kTPzfsiJ4P3ATi7llAJaWQM1ShY3d1UrVjbagT-SP4,33.83,-142.4,PSA 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolutions/m-venusaur-ex-100,0.95,M Venusaur EX #100Pokemon Evolutions,ex venusaur #100
