title,currency,raw_price,usd_price,listing_url,image_url,fair_value,discount_pct,grade,sources,pricecharting_link,confidence,matched_card,search_term_used
2016 #123 Full Art/Gyarados EX PSA 9 XY Breakpoint Pokemon,SOL,325.0,26653.25,https://collectorcrypt.com/assets/solana/DUK9MDw2axb8ihDxWphM3o3vkvzK6JdZp2BpqwZUY2hS,https://d1xpxki1g4htqu.cloudfront.net/FkQLr-LE8T8P_1D5zbQBNrVAmDYc-btaw_wW2Qt8kl8,152.04,-17430.4,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-breakpoint/gyarados-ex-123,0.95,Gyarados EX #123Pokemon BREAKpoint,ex gyarados #123
2014 #68 Pikachu Outbreak! PSA 5 Japanese XY Promo Pokemon,SOL,175.0,14351.75,https://collectorcrypt.com/assets/solana/46vWH3b4wZE7rMof1aRUFKVNN46h6WFcHKQiMN942ECq,https://d1xpxki1g4htqu.cloudfront.net/yZugSnAuCpgtlFWBjK3DJtOZYM2Tvv6FwzaYkgMEecs,95.0,-15007.1,PSA 5,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/pikachu-68xy-p,0.95,Pikachu #68/XY-PPokemon Japanese Promo,pikachu #68
2025 #74 Eevee PSA 10 Pre EN-Prismatic Evolutions Pokemon,SOL,95.0,7790.95,https://collectorcrypt.com/assets/solana/FwwF28dkdAzM3WFDqEGxmy1NnAWFQzW4M74WEHy8e4As,https://d1xpxki1g4htqu.cloudfront.net/7UPKMh7uuiJQS8GjSuhULTbCWwBdDNSDn63m1TTsyK8,6.31,-123369.9,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-korean-eevee-heroes/vaporeon-v-74,0.95,Vaporeon V #74Pokemon Korean Eevee Heroes,v eevee #74
2019 #33 Pikachu &amp; Zekrom GX CGC 8 Team Up - English,SOL,75.0,6150.75,https://collectorcrypt.com/assets/solana/HGEgwkJKJSRWoNQbtGCqkDaDvNod71zBLJgo77EKncUF,https://d1xpxki1g4htqu.cloudfront.net/nCDV2SYuuc2luuLnOCzaontH9FGBA8lSMUGjIEduQ6s,29.64,-20651.5,CGC 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-team-up/pikachu-&-zekrom-gx-33,0.95,Pikachu & Zekrom GX #33Pokemon Team Up,gx pikachu #33
2023 #067 Umbreon CGC 10 Pristine Japanese SV-P Promo Pokemon,SOL,250.0,20502.5,https://collectorcrypt.com/assets/solana/AnvzEfTDSi3eQSvJuXf1HjuTNwnoGAWuRxMDuREb1JMx,https://d1xpxki1g4htqu.cloudfront.net/1DV9eXI473BXr-BRi_jeEUkUhBRkV8kmM8aGWyzBWxk,163.75,-12420.6,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/umbreon-nagaba-67sv-p,0.95,Umbreon [Nagaba] #67/SV-PPokemon Japanese Promo,v umbreon #67
2023 #198 Venusaur EX PSA 10 Mew EN-151 Pokemon,SOL,499.0,40922.99,https://collectorcrypt.com/assets/solana/66ctrU4X4LrihtrtfSLaqC3yvXYq2QdeuN3Pq6LaAij9,https://d1xpxki1g4htqu.cloudfront.net/9EMuzAIAGfChBIT5VNPUVFTpUZqB0J3h9NBbc3Mil3E,120.14,-33962.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/venusaur-ex-198,0.95,Venusaur ex #198Pokemon Scarlet & Violet 151,ex venusaur #198
2020 #144 Kanazawa's Pikachu PSA 10 Japanese S Promo Pokemon,SOL,380.0,31163.8,https://collectorcrypt.com/assets/solana/4bB5JrHixCg5D69jtq9dcZrSZ8vKWxdj1Sh8dg6MR4jB,https://d1xpxki1g4htqu.cloudfront.net/p7ADeABsqfUBqR43bdaFEVgDYp6vPjs0Mh7chv9nRxg,103.78,-29928.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/kanazawa%27s-pikachu-144s-p,0.95,Kanazawa's Pikachu #144/S-PPokemon Japanese Promo,pikachu #144
2025 #013 Mega Charizard X EX PSA 10 Japanese M2-Inferno X Pokemon,SOL,55.0,4510.55,https://collectorcrypt.com/assets/solana/AZ5DhpBfvJobAHG3BLkKxVpjMkqLCsgBaz8tsWG4Zu4c,https://d1xpxki1g4htqu.cloudfront.net/6p7TLiTjYWBNl9tUhnqf67JlPOZoUpoy1qTLVpPM3TM,3.25,-138686.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-13,0.95,Mega Charizard X ex #13Pokemon Japanese Inferno X,ex charizard #13
2022 #212 Full Art/Charizard Vstar PSA 8 Japanese Sword & Shield Vstar Universe Pokemon,SOL,69.0,5658.69,https://collectorcrypt.com/assets/solana/9fW8VNcHenfiL9h7xc5LFHLVa5PiSx4JitRA3nzEQHqq,https://d1xpxki1g4htqu.cloudfront.net/dYc1KLAooHtfMeJnC_G-BR8IvkePX3LUHoRyhxWkq0s,69.99,-7985.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/charizard-vstar-212,0.95,Charizard VSTAR #212Pokemon Japanese VSTAR Universe,v charizard #212
2000 #21 Dark Charizard PSA 6 Rocket Pokemon,SOL,62.0,5084.62,https://collectorcrypt.com/assets/solana/3Y8mu8mCq3wfvj5yJBJpwd4B4URe7oLwFDLwKpmtUDnu,https://d1xpxki1g4htqu.cloudfront.net/G1HCNjYGz9QKB928RM6doAOqsGXGMuKmosEOsFlg4NA,52.01,-9676.2,PSA 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-team-rocket/dark-charizard-21,0.95,Dark Charizard #21Pokemon Team Rocket,charizard #21
2017 #142 Full Art/Umbreon GX PSA 7 Sun & Moon Pokemon,SOL,37.0,3034.37,https://collectorcrypt.com/assets/solana/CqpCJWUtUYPSkva4qMNaBLjHVVwdtcN743FjCN78D7DV,https://d1xpxki1g4htqu.cloudfront.net/N74i-OxAImFaMXV0ltMMHktnPUvYVsNVf9NPMLIMsVo,33.1,-9067.3,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-sun-&-moon/umbreon-gx-142,0.95,Umbreon GX #142Pokemon Sun & Moon,gx umbreon #142
2002 #39 Charizard PSA 8 Expedition Pokemon,SOL,149.0,12219.49,https://collectorcrypt.com/assets/solana/BhqSe71akEnCzBWFUbKeSLHhgqLQ9KbH5P4N7TCMGNLE,https://d1xpxki1g4htqu.cloudfront.net/S9S9JCCNGYPw4-r6FEPPjSSHbAvVQjx1k6m_IDhGmBI,113.97,-10621.7,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-expedition/charizard-39,0.95,Charizard #39Pokemon Expedition,ex charizard #39
1999 #6 Gyarados-Holo PSA 7 Game Pokemon,SOL,75.0,6150.75,https://collectorcrypt.com/assets/solana/8LicwT4hzYESpBT4YyHGEYB1aYgxwnsar9KJMadGTj8o,https://d1xpxki1g4htqu.cloudfront.net/MuUZ5Q2n4osed9JYRYhs4yxiJ_nC3HvyYOWRI-r6Fm8,195.25,-3050.2,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-team-rocket-returns/dark-gyarados-reverse-holo-36,0.95,Dark Gyarados [Reverse Holo] #36Pokemon Team Rocket Returns,holo gyarados #6
1999 #58 Pikachu BGS 8 Game Pokemon,SOL,791.0,64869.91,https://collectorcrypt.com/assets/solana/7jPkz4wApkfSTNwXt6a5GihJz8eruV16TGG7pBXqMC1g,https://d1xpxki1g4htqu.cloudfront.net/w6MF-m3aQhlSPitYjsZKytokQrYHb-5uMw6rFOnBUak,173.12,-37371.1,BGS 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-base-set/pikachu-poketour-1999-58,0.95,Pikachu [PokeTour 1999] #58Pokemon Base Set,pikachu #58
1999 #23 BASE SET SHADOWLESS ARCANINE PSA 8 POKEMON,SOL,62.0,5084.62,https://collectorcrypt.com/assets/solana/D6TuCcsgPWZZ4twaD7nzgfsUYKvqfmNfc5m8remN3rLZ,https://d1xpxki1g4htqu.cloudfront.net/U-MgvtAIZNJWG6xYYLlhIfxxwRUK_TT6BIUf22sEOuc,9.12,-55652.4,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-base-set/arcanine-1999-2000-23,0.95,Arcanine [1999-2000] #23Pokemon Base Set,arcanine #23
2023 #223 Charizard EX PSA 10 Obf EN-Obsidian Flames Pokemon,SOL,640.0,52486.4,https://collectorcrypt.com/assets/solana/6kc5YPH69ZhoihJszBvaf52GscukJ4Gc7MpMeHsr9ggm,https://d1xpxki1g4htqu.cloudfront.net/nV3wswmAVsGXYRmCvsjx3QYFU84iM2KS11mB_Vgb5uU,109.25,-47942.5,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-obsidian-flames/charizard-ex-223,0.95,Charizard ex #223Pokemon Obsidian Flames,ex charizard #223
2022 #018 Radiant Blastoise PSA 10 Go Pokemon,SOL,75.0,6150.75,https://collectorcrypt.com/assets/solana/HxMwDsddW19Hk48bWMs6WBVfPuBZDUTZkrrxR21TDn3F,https://d1xpxki1g4htqu.cloudfront.net/kNUxfJRjEdg6WrugaQd8kzm9LtMsEIPPiMOY9bWrGNc,9.18,-66901.6,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-go/radiant-blastoise-18,0.95,Radiant Blastoise #18Pokemon Go,radiant blastoise #18
2021 #17 Umbreon-Gold Star PSA 10 Celebrations Classic Collection Pokemon,SOL,340.0,27883.4,https://collectorcrypt.com/assets/solana/BCaWGrNsUyX2mBRYVGAcR8WfTADD3nkSr5w9Ftdw8Yzm,https://d1xpxki1g4htqu.cloudfront.net/udSdHCyF5xc1SrVGfmGLVZU_k-lrrar2fhqYOpqa2YI,78.31,-35506.4,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-celebrations/umbreon-17,0.95,Umbreon #17Pokemon Celebrations,umbreon #17
2024 #217 Umbreon EX PSA 9 Japanese Sv8a-Terastal Fest EX Pokemon,SOL,350.0,28703.5,https://collectorcrypt.com/assets/solana/9kAGRDVoXSbp2tFfzNUDr7ZGDCCwTf4FEDHTHUU8sdsx,https://d1xpxki1g4htqu.cloudfront.net/K_TwIwTvrR9eRPgKxj0qkQ-spVTYz4CRM5aWHS96CyI,349.99,-8101.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/umbreon-ex-217,0.95,Umbreon Ex #217Pokemon Japanese Terastal Festival,ex umbreon #217
2003 #146 Charizard-Holo CGC 10 Skyridge Pokemon,SOL,27000.0,2214270.0,https://collectorcrypt.com/assets/solana/G6s2tRvhP4QWRhYz3SqByurv9AV9ihXJQh73KNHExUBg,https://d1xpxki1g4htqu.cloudfront.net/0pTpvn1eCAAPeiPDgQlb-hXTm_zpCY-GgjSCwZ-sR3Q,1324.25,-167109.4,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-skyridge/charizard-reverse-holo-146,0.95,Charizard [Reverse Holo] #146Pokemon Skyridge,holo charizard #146
2021 #4 Charizard-Holo BGS 9 Celebrations Classic Collection Pokemon,SOL,190.0,15581.9,https://collectorcrypt.com/assets/solana/CRMEv2BD7yoE2rVMKvAsHrBBWRDnjg6CoxQQxnoJ1Ls5,https://d1xpxki1g4htqu.cloudfront.net/Dzbl0eURgHTQIwipkybeaoJitqjE7sWqbVJpVaADHBg,4.88,-319201.2,BGS 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-csm2cc/charizard-holo-4,0.95,Charizard [Holo] #4Pokemon Chinese CSM2cC,holo charizard #4
2023 #201 CHARIZARD EX PSA 10 POKEMON JAPANESE SV2a-POKEMON 151 | SPECIAL ART RARE,SOL,825.0,67658.25,https://collectorcrypt.com/assets/solana/CrPCUTNiPmo2bB1JBd9pTnoLEBfkUoL7pxLeYAb3dQXG,https://d1xpxki1g4htqu.cloudfront.net/zXiZtFLn1PPvWie1HkQDZlWX3XUPuhtmFs0a2dGpS88,355.0,-18958.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-scarlet-&-violet-151/charizard-ex-201,0.95,Charizard EX #201Pokemon Japanese Scarlet & Violet 151,ex charizard #201
2022 #023 Gengar-Holo PSA 10 Japanese Sword & Shield Dark Phantasma Pokemon,SOL,0.6,49.21,https://collectorcrypt.com/assets/solana/Dx6y71AyZb15gmq62FNtowpn3mDwzLKoEWZUBAVdZR7i,https://d1xpxki1g4htqu.cloudfront.net/4ODf-XydbOG5zzGc8Q1C3yn2wpTA79oVzQ4kxiGqTWs,0.0,-4921.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-dark-phantasma/gengar-reverse-holo-23,0.95,Gengar [Reverse Holo] #23Pokemon Japanese Dark Phantasma,holo gengar #23
2022 #015 Radiant Charizard PSA 10 Japanese Sword & Shield Vstar Universe Pokemon,SOL,0.6,49.21,https://collectorcrypt.com/assets/solana/2gUvHdUa4fZimKdzBMrwimjX1bErqpwsEA7Es7NxmGbS,https://d1xpxki1g4htqu.cloudfront.net/jpDlEvgBev2uddat-YA0S0SEF06pX4lnn3SVPcf3Qtc,7.05,-598.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/radiant-charizard-15,0.95,Radiant Charizard #15Pokemon Japanese VSTAR Universe,v charizard #15
2016 #230 Poncho-Wearing Pikachu Rayquaza Poncho-Wearing Pikachu Box PSA 10 Japanese XY Promo Pokemon,SOL,14000.0,1148140.0,https://collectorcrypt.com/assets/solana/28UdrE6QFtQQHDNKGfwPBYBuK5MHf7zsZun2j7xbbhjC,https://d1xpxki1g4htqu.cloudfront.net/27CGx2H1aj4ZL0R65Oap5GLU0y0jcz82zCTIZ-2zlRY,2490.7,-45997.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/poncho-wearing-pikachu-230xy-p,0.95,Poncho-Wearing Pikachu #230/XY-PPokemon Japanese Promo,pikachu #230
2023 #199 Charizard EX PSA 9 Mew EN-151 Pokemon,SOL,395.0,32393.95,https://collectorcrypt.com/assets/solana/7wwWXHdY9v9hXiwDopAQky8V6kTX22Uo4dC7NEKDP8Lx,https://d1xpxki1g4htqu.cloudfront.net/RC1K76c_K1DlBL1qpIMgZwRfMwNfbzMeblzzgMGkp54,388.41,-8240.1,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/charizard-ex-199,0.95,Charizard ex #199Pokemon Scarlet & Violet 151,ex charizard #199
2021 #065 Pikachu-Holo PSA 9 Promo Pokemon,SOL,65.0,5330.65,https://collectorcrypt.com/assets/solana/EQZ2w3TWYq9FXw9pKMHxafrhPF1Kf6ad9HGE4mxURdPP,https://d1xpxki1g4htqu.cloudfront.net/8c_Bx8JwOUS53ZpBn4ZPX6bU1fU82AQB9MFFdbPAwys,1.23,-433286.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-sword-&-shield/pikachu-reverse-holo-65,0.95,Pikachu [Reverse Holo] #65Pokemon Sword & Shield,holo pikachu #65
2022 #260 Full Art/Charizard V PSA 8 Swsh Black Star Promo Pokemon,SOL,70.0,5740.7,https://collectorcrypt.com/assets/solana/5CW2mW7zoMxKug6G7DaA49GgijDY6aRrEmNruX9YsGeK,https://d1xpxki1g4htqu.cloudfront.net/F4zTz7Z27dllehhpooQxyWUWIFXqJ9-_Zlh8kK3FlEQ,38.03,-14995.2,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/charizard-v-swsh260,0.95,Charizard V #SWSH260Pokemon Promo,v charizard #260
2021 #048 Full Art/Umbreon Vmax PSA 10 Japanese Sword & Shield Eevee Heroes Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/9fH57hG4tucdyv9tBKXb18iEjXKL6D9r4ZjTSTaZxEgY,https://d1xpxki1g4htqu.cloudfront.net/E41kL6t_9TEwAIHGQGDbE73r39i6MkY-gYlq0vPnku0,6.41,-102252.6,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-eevee-heroes/umbreon-vmax-48,0.95,Umbreon VMAX #48Pokemon Japanese Eevee Heroes,vmax umbreon #48
2025 #194 Misty's Lapras PSA 8 Dri EN-Destined Rivals Pokemon,SOL,50.0,4100.5,https://collectorcrypt.com/assets/solana/EyQyxiiRsYPAwSc4UEny52ibra7kmRF1gJMbmbj4KEik,https://d1xpxki1g4htqu.cloudfront.net/jmbZzmMctAig8BtTlfabmdiCMdBVXfhcQojgCeb04Ds,25.0,-16302.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-destined-rivals/misty%27s-lapras-194,0.95,Misty's Lapras #194Pokemon Destined Rivals,v lapras #194
2022 #TG22 Full Art/Umbreon V PSA 9 Sword & Shield Brilliant Stars Pokemon,SOL,70.0,5740.7,https://collectorcrypt.com/assets/solana/GFumb7AhmNHZgiBMmDhTj3Fg7NaQ37r3Mr3SAcCACk9T,https://d1xpxki1g4htqu.cloudfront.net/36w5RkBlzrOrs0hjAJeF8g-y7XYRvtcWIUmbzIY68yY,49.99,-11383.7,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-brilliant-stars/umbreon-v-tg22,0.95,Umbreon V #TG22Pokemon Brilliant Stars,v umbreon #tg22
2023 #GG44 Full Art/Mewtwo Vstar PSA 10 Sword and Shield Crown Zenith Pokemon,SOL,420.0,34444.2,https://collectorcrypt.com/assets/solana/58StowGfs3LTd2zdSLwrQFc424g8XUX3NczjwHQuwv2E,https://d1xpxki1g4htqu.cloudfront.net/zazqrtRWaE3E0SkFLIHXEX7r5nuY8VK7FhSiJjgwFm4,216.25,-15828.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/mewtwo-vstar-gg44,0.95,Mewtwo VSTAR #GG44Pokemon Crown Zenith,v mewtwo #gg44
2000 #45 Dark Vaporeon 1st Edition PSA 8 Rocket Pokemon,SOL,75.0,6150.75,https://collectorcrypt.com/assets/solana/7Dzhez9AyWRG5YSzW2Q4gRSPv6iv5f544PEUpvofuxX5,https://d1xpxki1g4htqu.cloudfront.net/imjBuzfGcNg0RqgPZft2rOJjGP627kYKvPFDG22Bwm8,14.74,-41628.3,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-team-rocket/dark-vaporeon-1st-edition-45,0.95,Dark Vaporeon [1st Edition] #45Pokemon Team Rocket,v vaporeon #45
2020 #NA Venusaur PSA 10 Uno Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/8v8fJE61MVaoyxG1WTnesizVSNcHop211VTZByw5d9dM,https://d1xpxki1g4htqu.cloudfront.net/pyj1oeHLJ1vL2yqXGrKPwMfRyv0x1gqh-Go5khZfyRw,0.0,-656080.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-hanafuda/venusaur-january,0.95,Venusaur (January)Pokemon Japanese Hanafuda,v venusaur #na
2023 #027 Rocket's Admin. PSA 10 Clb-Trading Card Game Classic Blastoise & Suicune EX Deck Pokemon,SOL,100.0,8201.0,https://collectorcrypt.com/assets/solana/2cE1hbwrPTXrx6HmoPzkZ9amVYJFuTccy7pSTsyDwApE,https://d1xpxki1g4htqu.cloudfront.net/De__BhYnwBzv00-vHmhE-MThQDpjOuqjO0ZHV8oNm2M,1.92,-427035.4,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-tcg-classic-blastoise-deck/rocket%27s-admin-27,0.95,Rocket's Admin. #27Pokemon TCG Classic: Blastoise Deck,ex blastoise #27
2025 #003 Mega Gengar EX PSA 10 Japanese Mbg-Mega Starter Set Mega Gengar EX Pokemon,SOL,40.0,3280.4,https://collectorcrypt.com/assets/solana/5DskDLR2KLMCxY9rxBiWF5ieT1fR8YC43CmRaEJEVPy6,https://d1xpxki1g4htqu.cloudfront.net/2tuQKf9LIXE72J-N9xcCBBA0-2BK_Ci_t-M0QBmhiXg,6.93,-47236.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-starter-deck-gengar-ex/mega-gengar-ex-3,0.95,Mega Gengar ex #3Pokemon Japanese Mega Starter Deck Gengar Ex,ex gengar #3
2021 #008 Surfing Pikachu V PSA 9 Celebrations Pokemon,SOL,35.0,2870.35,https://collectorcrypt.com/assets/solana/9zbJLhPaiLbnFQbwUcUdtLaegDp2WeRVfnTEVbvqrwuM,https://d1xpxki1g4htqu.cloudfront.net/xH0u_mJd2fvQYqA-MsaQlwVLIArAInBsmXlE3yIyafs,4.79,-59823.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-celebrations/surfing-pikachu-v-8,0.95,Surfing Pikachu V #8Pokemon Celebrations,v pikachu #8
2024 #132 Greninja EX CGC 9 Svp EN-SV Black Star Promo Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/GnTiA1EH1cLQ5qQugSTVsFTJVyfzgwZNxS5XsBHF3Y8C,https://d1xpxki1g4htqu.cloudfront.net/nZVwbh5JOzmhTc0j9Xg_HualKAGOf2KRWIVTaXtp-Ok,76.0,-8532.6,CGC 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/greninja-ex-132,0.95,Greninja Ex #132Pokemon Promo,ex greninja #132
2019 #220 Full Art/Arceus & Dialga & Palkia GX PSA 10 Sun & Moon Cosmic Eclipse Pokemon,SOL,230.0,18862.3,https://collectorcrypt.com/assets/solana/7sUb3rm95GetoFiEktuY3Fxden2KS7NuKUCoCVdxDup7,https://d1xpxki1g4htqu.cloudfront.net/NApcJajC84ImWqZCtE0dVQL928wL2aSO04ijswLjPKI,50.48,-37265.9,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-cosmic-eclipse/arceus-&-dialga-&-palkia-gx-220,0.95,Arceus & Dialga & Palkia GX #220Pokemon Cosmic Eclipse,gx arceus #220
2023 #051 Snorlax PSA 9 Svp EN-SV Black Star Promo Pokemon,SOL,40.0,3280.4,https://collectorcrypt.com/assets/solana/6aA6axiBj4QFN6cjJgxN2b2NfZfey2qSgVLE3ceJvi1b,https://d1xpxki1g4htqu.cloudfront.net/IPOo8uZU4Mydf50mReh7Mtd7ArEeVO8PwgziET2MMSg,7.33,-44653.1,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-151-collect/snorlax-reverse-143,0.95,Snorlax [Reverse] #143Pokemon Chinese 151 Collect,v snorlax #51
2023 #001 Charmander PSA 10 Japanese Cll-Trading Card Game Classic Charizard & HO-Oh EX Deck Pokemon,SOL,64.0,5248.64,https://collectorcrypt.com/assets/solana/HpLm6Tt4rpJikyiedBNx4owpBqXKcPYeXqrddFT8fGj3,https://d1xpxki1g4htqu.cloudfront.net/od7f8wKr1IdBxc21rDd3XDmn-O06Rf49_qCP0mg03lg,8.0,-65508.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-m-charizard-ex-mega-battle-deck/charizard-ex-1,0.95,Charizard EX #1Pokemon Japanese M Charizard-EX Mega Battle Deck,ex charizard #1
2022 #050 Mewtwo V PSA 10 Japanese Sword & Shield Vstar Universe Pokemon,SOL,50.0,4100.5,https://collectorcrypt.com/assets/solana/CrLqN89wQf8tByZDzRsvRsDjMWfRHBHts4VQkjcbGhGK,https://d1xpxki1g4htqu.cloudfront.net/CZ2jzyJ-wYk4UiBci1AyYr9Xupn-_52g19a7N-S6YcE,3.17,-129253.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/mewtwo-v-50,0.95,Mewtwo V #50Pokemon Japanese VSTAR Universe,v mewtwo #50
2022 #048 Gengar-Holo PSA 10 Japanese Sword & Shield Vstar Universe Pokemon,SOL,97.0,7954.97,https://collectorcrypt.com/assets/solana/B4r2BgBNZTMu651bwtqtHss9xxpfpioByD7UB3P4Ljyt,https://d1xpxki1g4htqu.cloudfront.net/08o9miTpVH_APDb3INV6_oIdtsAu5wPUko6-Bl-WCCA,2.99,-265952.5,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/gengar-48,0.95,Gengar #48Pokemon Japanese VSTAR Universe,v gengar #48
1999 #44 Bulbasaur PSA 7 Game Pokemon,SOL,28.0,2296.28,https://collectorcrypt.com/assets/solana/8SuzMgF4iopPBaayTEkbZNjDTifw7LZDKsrvpDFVw23G,https://d1xpxki1g4htqu.cloudfront.net/CfWk6JV4pplzGmpMxwf6PVSYOnn6QpLfNnaytD6kunM,4.09,-56043.8,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-base-set/bulbasaur-1999-2000-44,0.95,Bulbasaur [1999-2000] #44Pokemon Base Set,bulbasaur #44
2019 #036 Mewtwo-Holo PSA 10 Japanese Sun & Moon Double Blaze Pokemon,SOL,67.0,5494.67,https://collectorcrypt.com/assets/solana/EWNZbPnTqgMHxR4AAG3NM6PepLozsSF2pz3NPbLKhTqn,https://d1xpxki1g4htqu.cloudfront.net/YeW0jSfTc8n3-AwX0L9K-bmSTfu6Ajy-ycCJJ0uUjQc,3.33,-164905.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-double-blaze/mewtwo-36,0.95,Mewtwo #36Pokemon Japanese Double Blaze,holo mewtwo #36
2025 #173 Eevee PSA 8 Svp EN-SV Black Star Promo Pokemon,SOL,90.0,7380.9,https://collectorcrypt.com/assets/solana/9AfXf69iVVhBoA6XfVLHc8CBByUmD4vrD9PHt26vJryF,https://d1xpxki1g4htqu.cloudfront.net/H-YMGOYKuQzV06639CpTYBcA3n0MctnQn3yLAsboVxc,14.28,-51587.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/eevee-173,0.95,Eevee #173Pokemon Promo,v eevee #173
2003 #H30 Umbreon-Holo BGS 8.5 Skyridge Pokemon,SOL,3900.0,319839.0,https://collectorcrypt.com/assets/solana/DG1GGcdghn6QxEy2tWgELte3Fo9HxYg3p47wMcq7hs8T,https://d1xpxki1g4htqu.cloudfront.net/i40T176x9tC3m-y_XLyaV5EHfqnAtVIaa0nYjZQWOHU,1554.12,-20480.1,BGS 8.5,['PriceCharting'],https://www.pricecharting.com/game/pokemon-skyridge/umbreon-h30,0.95,Umbreon #H30Pokemon Skyridge,holo umbreon #h30
2024 #088 Pikachu PSA 8 Svp EN-SV Black Star Promo Pokemon,SOL,29.0,2378.29,https://collectorcrypt.com/assets/solana/D9MmscEBgmzCoz4kzWZkqcr2zFq588gmk8b4ieZY4vXr,https://d1xpxki1g4htqu.cloudfront.net/9u-4xRaxnvusGjiTp-VGM5h2ootcUX9miRxVD2BC0RQ,17.6,-13413.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/pikachu-88,0.95,Pikachu #88Pokemon Promo,v pikachu #88
2021 #005 Full Art/Pikachu PSA 8 Celebrations Pokemon,SOL,21.0,1722.21,https://collectorcrypt.com/assets/solana/89SknsXr7Y67asoSx6mzx2Pwfonsj5Mqg8Fbyp5R6Y5y,https://d1xpxki1g4htqu.cloudfront.net/uszI8653BkaZH5o-IDi-Bi4hhsIG1aHKDQhFaYnaHhE,14.01,-12192.7,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/comic-books-godzilla-here-there-be-dragons/godzilla-here-there-be-dragons-kirkham-full-art-5-2023,0.95,Godzilla: Here There Be Dragons [Kirkham Full Art] #5 (2023)Comic Books Godzilla: Here There Be Dragons,full art pikachu #5
